,episode_length,ep_reward,episodes,total_step,average_return
85,20,0.9283378250875718,8599,172000,0.6407826522613665
86,20,-1.1500645690665223e-05,8699,174000,0.5756492805152447
87,20,1.8558788758099047,8799,176000,0.7143619692088723
88,20,0.9284740330516069,8899,178000,0.6499789560872462
89,20,0.9276163143993089,8999,180000,0.8353021491782141
90,20,0.9284070374768197,9099,182000,0.5753717095892287
91,20,0.9290114720373825,9199,184000,0.6129299695341025
92,20,2.787923375778074,9299,186000,0.6317513885191234
93,20,-5.365734075390982e-06,9399,188000,0.6877472595613527
94,20,0.9298399313365658,9499,190000,0.8650860790011304
95,20,0.9302851416640235,9599,192000,0.7535131594855281
96,20,0.9293241485284238,9699,194000,0.8741896310075056
97,20,1.8575487012450407,9799,196000,0.6967954110548031
98,20,-4.637976395649446e-05,9899,198000,0.9566595044663364
99,20,1.8596423239692272,9999,200000,0.762088450913285
